name,id,machine_id,downtime_reason_name,end_timestamp,start_timestamp,productivity,classification,duration_seconds,shift,day_of_week,utilisation_category
Mill 2,68271145b88fa58d9a99afd1,6809f8df20e024b627b489eb,No Reason Required,2025-05-14 05:00:00+00:00,2025-05-13 17:00:00+00:00,productive,OFFLINE,43200.0,DAY,TUESDAY,PRODUCTIVE OFFLINE
Mill 2,68271145b88fa58d9a99afd2,6809f8df20e024b627b489eb,No Reason Required,2025-05-14 15:00:00+00:00,2025-05-14 05:00:00+00:00,productive,OFFLINE,36000.0,NIGHT,WEDNESDAY,PRODUCTIVE OFFLINE
Mill 2,68271145b88fa58d9a99afd4,6809f8df20e024b627b489eb,No Reason Required,2025-05-15 05:00:00+00:00,2025-05-14 17:00:00+00:00,productive,OFFLINE,43200.0,DAY,WEDNESDAY,PRODUCTIVE OFFLINE
Mill 2,68271145b88fa58d9a99afd5,6809f8df20e024b627b489eb,No Reason Required,2025-05-15 15:00:00+00:00,2025-05-15 05:00:00+00:00,productive,OFFLINE,36000.0,NIGHT,THURSDAY,PRODUCTIVE OFFLINE
Mill 2,68271149b88fa58d9a99b0f8,6809f8df20e024b627b489eb,Lunrication Issue,2025-05-17 05:07:32.337000+00:00,2025-05-16 10:17:44.337000+00:00,,DOWNTIME,67788.0,DAY,FRIDAY, DOWNTIME
Mill 2,68281d355d87eb9853adc951,6809f8df20e024b627b489eb,Coil Change,2025-05-17 05:30:25.337000+00:00,2025-05-17 05:22:38.337000+00:00,productive,DOWNTIME,467.0,NIGHT,SATURDAY,PRODUCTIVE DOWNTIME
Mill 2,68282b535d87eb9853adcde1,6809f8df20e024b627b489eb,Coil Change,2025-05-17 06:31:27.337000+00:00,2025-05-17 06:22:35.337000+00:00,productive,DOWNTIME,532.0,DAY,SATURDAY,PRODUCTIVE DOWNTIME
Mill 2,68282de95d87eb9853adce95,6809f8df20e024b627b489eb,Coil Issue,2025-05-17 06:36:07.337000+00:00,2025-05-17 06:33:51.337000+00:00,unproductive,DOWNTIME,136.0,DAY,SATURDAY,UNPRODUCTIVE DOWNTIME
Mill 2,68283a055d87eb9853add242,6809f8df20e024b627b489eb,Coil Change,2025-05-17 07:33:58.337000+00:00,2025-05-17 07:25:14.337000+00:00,productive,DOWNTIME,524.0,DAY,SATURDAY,PRODUCTIVE DOWNTIME
Mill 2,682847e95d87eb9853add647,6809f8df20e024b627b489eb,Coil Change,2025-05-17 08:33:22.337000+00:00,2025-05-17 08:24:57.337000+00:00,productive,DOWNTIME,505.0,DAY,SATURDAY,PRODUCTIVE DOWNTIME
Mill 2,682853fe5d87eb9853adda89,6809f8df20e024b627b489eb,Coil Change,2025-05-17 09:25:53.337000+00:00,2025-05-17 09:16:05.337000+00:00,productive,DOWNTIME,588.0,DAY,SATURDAY,PRODUCTIVE DOWNTIME
Mill 2,682858835d87eb9853addbf7,6809f8df20e024b627b489eb,Lunrication Issue,2025-05-17 09:43:18.337000+00:00,2025-05-17 09:35:23.337000+00:00,,DOWNTIME,475.0,DAY,SATURDAY, DOWNTIME
Mill 2,682862685d87eb9853addef1,6809f8df20e024b627b489eb,Coil Change,2025-05-17 10:26:43.337000+00:00,2025-05-17 10:17:43.337000+00:00,productive,DOWNTIME,540.0,DAY,SATURDAY,PRODUCTIVE DOWNTIME
Mill 2,682abb0e5d87eb9853ae991f,6809f8df20e024b627b489eb,Stamp Change,2025-05-19 05:09:48.337000+00:00,2025-05-19 05:00:00+00:00,,DOWNTIME,588.337,NIGHT,MONDAY, DOWNTIME
Mill 2,682abd4e5d87eb9853aea276,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 05:10:19.337000+00:00,2025-05-19 05:09:48.337000+00:00,productive,UPTIME,31.0,NIGHT,MONDAY,PRODUCTIVE UPTIME
Mill 2,682abd6c5d87eb9853aea296,6809f8df20e024b627b489eb,Stamp Change,2025-05-19 05:15:14.337000+00:00,2025-05-19 05:10:19.337000+00:00,,DOWNTIME,295.0,NIGHT,MONDAY, DOWNTIME
Mill 2,682abea25d87eb9853aea489,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 05:15:44.337000+00:00,2025-05-19 05:15:14.337000+00:00,productive,UPTIME,30.0,NIGHT,MONDAY,PRODUCTIVE UPTIME
Mill 2,682abebc5d87eb9853aea494,6809f8df20e024b627b489eb,Coil Change,2025-05-19 05:17:57.337000+00:00,2025-05-19 05:15:44.337000+00:00,productive,DOWNTIME,133.0,NIGHT,MONDAY,PRODUCTIVE DOWNTIME
Mill 2,682abf3b5d87eb9853aea4b0,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 05:40:15.337000+00:00,2025-05-19 05:17:57.337000+00:00,productive,UPTIME,1338.0,NIGHT,MONDAY,PRODUCTIVE UPTIME
Mill 2,682ac4825d87eb9853aeac76,6809f8df20e024b627b489eb,Coil Change,2025-05-19 05:52:56.337000+00:00,2025-05-19 05:40:15.337000+00:00,productive,DOWNTIME,761.0,NIGHT,MONDAY,PRODUCTIVE DOWNTIME
Mill 2,682ac7665d87eb9853aeb08d,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 05:54:32.337000+00:00,2025-05-19 05:52:56.337000+00:00,productive,UPTIME,96.0,NIGHT,MONDAY,PRODUCTIVE UPTIME
Mill 2,682ac7be5d87eb9853aeb0b8,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 05:54:51.337000+00:00,2025-05-19 05:54:32.337000+00:00,productive,DOWNTIME,19.0,NIGHT,MONDAY,PRODUCTIVE DOWNTIME
Mill 2,682ac7d95d87eb9853aeb111,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 05:55:28.337000+00:00,2025-05-19 05:54:51.337000+00:00,productive,UPTIME,37.0,NIGHT,MONDAY,PRODUCTIVE UPTIME
Mill 2,682ac8135d87eb9853aeb144,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 05:55:55.337000+00:00,2025-05-19 05:55:28.337000+00:00,productive,DOWNTIME,27.0,NIGHT,MONDAY,PRODUCTIVE DOWNTIME
Mill 2,682ac8305d87eb9853aeb154,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 05:57:05.337000+00:00,2025-05-19 05:55:55.337000+00:00,productive,UPTIME,70.0,NIGHT,MONDAY,PRODUCTIVE UPTIME
Mill 2,682ac85d5d87eb9853aeb169,6809f8df20e024b627b489eb,Coil Issue,2025-05-19 05:59:53.337000+00:00,2025-05-19 05:57:05.337000+00:00,unproductive,DOWNTIME,168.0,NIGHT,MONDAY,UNPRODUCTIVE DOWNTIME
Mill 2,682ac90c5d87eb9853aeb25f,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 06:39:15.337000+00:00,2025-05-19 05:59:53.337000+00:00,productive,UPTIME,2362.0,NIGHT,MONDAY,PRODUCTIVE UPTIME
Mill 2,682ad24a5d87eb9853aeb9ee,6809f8df20e024b627b489eb,Coil Change,2025-05-19 06:58:19.337000+00:00,2025-05-19 06:39:15.337000+00:00,productive,DOWNTIME,1144.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 2,682ad6bb5d87eb9853aebf61,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 07:05:45.337000+00:00,2025-05-19 06:58:19.337000+00:00,productive,UPTIME,446.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682ad8845d87eb9853aec16e,6809f8df20e024b627b489eb,Electrical Fault,2025-05-19 07:28:02.337000+00:00,2025-05-19 07:05:45.337000+00:00,unproductive,DOWNTIME,1337.0,DAY,MONDAY,UNPRODUCTIVE DOWNTIME
Mill 2,682adda85d87eb9853aec625,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 07:29:57.337000+00:00,2025-05-19 07:28:02.337000+00:00,productive,UPTIME,115.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682ade3b5d87eb9853aec6dd,6809f8df20e024b627b489eb,Unplanned Maintenance,2025-05-19 07:36:39.337000+00:00,2025-05-19 07:29:57.337000+00:00,unproductive,DOWNTIME,402.0,DAY,MONDAY,UNPRODUCTIVE DOWNTIME
Mill 2,682adfbb5d87eb9853aec840,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 08:10:09.337000+00:00,2025-05-19 07:36:39.337000+00:00,productive,UPTIME,2010.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682ae79a5d87eb9853aed19b,6809f8df20e024b627b489eb,Coil Change,2025-05-19 08:22:39.337000+00:00,2025-05-19 08:10:09.337000+00:00,productive,DOWNTIME,750.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 2,682aea875d87eb9853aed4d8,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 08:24:21.337000+00:00,2025-05-19 08:22:39.337000+00:00,productive,UPTIME,102.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682aeaf15d87eb9853aed54e,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 08:25:06.337000+00:00,2025-05-19 08:24:21.337000+00:00,productive,DOWNTIME,45.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 2,682aeb2b5d87eb9853aed5a6,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 08:26:05.337000+00:00,2025-05-19 08:25:06.337000+00:00,productive,UPTIME,59.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682aeb5d5d87eb9853aed5c6,6809f8df20e024b627b489eb,Coil Issue,2025-05-19 08:28:23.337000+00:00,2025-05-19 08:26:05.337000+00:00,unproductive,DOWNTIME,138.0,DAY,MONDAY,UNPRODUCTIVE DOWNTIME
Mill 2,682aebed5d87eb9853aed7b3,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 08:45:33.337000+00:00,2025-05-19 08:28:23.337000+00:00,productive,UPTIME,1030.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682aeff45d87eb9853aedd33,6809f8df20e024b627b489eb,Tool Change,2025-05-19 09:23:04.337000+00:00,2025-05-19 08:45:33.337000+00:00,,DOWNTIME,2251.0,DAY,MONDAY, DOWNTIME
Mill 2,682af8bb5d87eb9853aee557,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 09:23:51.337000+00:00,2025-05-19 09:23:04.337000+00:00,productive,UPTIME,47.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682af8d75d87eb9853aee565,6809f8df20e024b627b489eb,Tool Change,2025-05-19 09:27:42.337000+00:00,2025-05-19 09:23:51.337000+00:00,,DOWNTIME,231.0,DAY,MONDAY, DOWNTIME
Mill 2,682af9b55d87eb9853aee64a,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 09:28:15.337000+00:00,2025-05-19 09:27:42.337000+00:00,productive,UPTIME,33.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682af9ef5d87eb9853aee690,6809f8df20e024b627b489eb,Tool Change,2025-05-19 09:31:57.337000+00:00,2025-05-19 09:28:15.337000+00:00,,DOWNTIME,222.0,DAY,MONDAY, DOWNTIME
Mill 2,682afab95d87eb9853aee7a0,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 10:04:11.337000+00:00,2025-05-19 09:31:57.337000+00:00,productive,UPTIME,1934.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682b02415d87eb9853aef17f,6809f8df20e024b627b489eb,Stamp Change,2025-05-19 10:15:31.337000+00:00,2025-05-19 10:04:11.337000+00:00,,DOWNTIME,680.0,DAY,MONDAY, DOWNTIME
Mill 2,682b04f45d87eb9853aef441,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 10:20:38.337000+00:00,2025-05-19 10:15:31.337000+00:00,productive,UPTIME,307.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682b06215d87eb9853aef5c0,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 10:21:08.337000+00:00,2025-05-19 10:20:38.337000+00:00,productive,DOWNTIME,30.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 2,682b063d5d87eb9853aef5dc,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 10:21:32.337000+00:00,2025-05-19 10:21:08.337000+00:00,productive,UPTIME,24.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682b06575d87eb9853aef5fa,6809f8df20e024b627b489eb,Stamp Change,2025-05-19 10:24:30.337000+00:00,2025-05-19 10:21:32.337000+00:00,,DOWNTIME,178.0,DAY,MONDAY, DOWNTIME
Mill 2,682b07145d87eb9853aef6d9,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 10:55:51.337000+00:00,2025-05-19 10:24:30.337000+00:00,productive,UPTIME,1881.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682b0e645d87eb9853af00b9,6809f8df20e024b627b489eb,Housekeeping,2025-05-19 10:59:29.337000+00:00,2025-05-19 10:55:51.337000+00:00,unproductive,DOWNTIME,218.0,DAY,MONDAY,UNPRODUCTIVE DOWNTIME
Mill 2,682b0f3b5d87eb9853af01c1,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 11:14:22.337000+00:00,2025-05-19 10:59:29.337000+00:00,productive,UPTIME,893.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682b12be5d87eb9853af05e5,6809f8df20e024b627b489eb,Coil Change,2025-05-19 11:38:31.337000+00:00,2025-05-19 11:14:22.337000+00:00,productive,DOWNTIME,1449.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 2,682b186c5d87eb9853af0ac1,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 11:39:10.337000+00:00,2025-05-19 11:38:31.337000+00:00,productive,UPTIME,39.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682b18875d87eb9853af0acf,6809f8df20e024b627b489eb,Coil Change,2025-05-19 11:39:44.337000+00:00,2025-05-19 11:39:10.337000+00:00,productive,DOWNTIME,34.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 2,682b18ba5d87eb9853af0b40,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 11:40:23.337000+00:00,2025-05-19 11:39:44.337000+00:00,productive,UPTIME,39.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682b18d75d87eb9853af0b54,6809f8df20e024b627b489eb,Coil Change,2025-05-19 11:41:29.337000+00:00,2025-05-19 11:40:23.337000+00:00,productive,DOWNTIME,66.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 2,682b192d5d87eb9853af0b87,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 11:42:43.337000+00:00,2025-05-19 11:41:29.337000+00:00,productive,UPTIME,74.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682b19695d87eb9853af0ba3,6809f8df20e024b627b489eb,Coil Issue,2025-05-19 11:43:30.337000+00:00,2025-05-19 11:42:43.337000+00:00,unproductive,DOWNTIME,47.0,DAY,MONDAY,UNPRODUCTIVE DOWNTIME
Mill 2,682b199e5d87eb9853af0bc3,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 11:44:25.337000+00:00,2025-05-19 11:43:30.337000+00:00,productive,UPTIME,55.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682b19d75d87eb9853af0c1d,6809f8df20e024b627b489eb,Coil Issue,2025-05-19 11:45:02.337000+00:00,2025-05-19 11:44:25.337000+00:00,unproductive,DOWNTIME,37.0,DAY,MONDAY,UNPRODUCTIVE DOWNTIME
Mill 2,682b19f25d87eb9853af0c53,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 11:45:42.337000+00:00,2025-05-19 11:45:02.337000+00:00,productive,UPTIME,40.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682b1a0c5d87eb9853af0c65,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 11:45:51.337000+00:00,2025-05-19 11:45:42.337000+00:00,productive,DOWNTIME,9.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 2,682b1a2d5d87eb9853af0c73,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 11:46:17.337000+00:00,2025-05-19 11:45:51.337000+00:00,productive,UPTIME,26.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682b1a4b5d87eb9853af0c83,6809f8df20e024b627b489eb,Coil Issue,2025-05-19 11:50:06.337000+00:00,2025-05-19 11:46:17.337000+00:00,unproductive,DOWNTIME,229.0,DAY,MONDAY,UNPRODUCTIVE DOWNTIME
Mill 2,682b1b255d87eb9853af0d51,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 11:50:55.337000+00:00,2025-05-19 11:50:06.337000+00:00,productive,UPTIME,49.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682b1b585d87eb9853af0d6a,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 11:51:08.337000+00:00,2025-05-19 11:50:55.337000+00:00,productive,DOWNTIME,13.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 2,682b1b585d87eb9853af0d6b,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 11:51:35.337000+00:00,2025-05-19 11:51:08.337000+00:00,productive,UPTIME,27.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682b1b765d87eb9853af0d77,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 11:52:01.337000+00:00,2025-05-19 11:51:35.337000+00:00,productive,DOWNTIME,26.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 2,682b1b945d87eb9853af0d8d,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 12:24:07.337000+00:00,2025-05-19 11:52:01.337000+00:00,productive,UPTIME,1926.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682b23215d87eb9853af1577,6809f8df20e024b627b489eb,Housekeeping,2025-05-19 12:25:38.337000+00:00,2025-05-19 12:24:07.337000+00:00,unproductive,DOWNTIME,91.0,DAY,MONDAY,UNPRODUCTIVE DOWNTIME
Mill 2,682b23745d87eb9853af166f,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 12:41:13.337000+00:00,2025-05-19 12:25:38.337000+00:00,productive,UPTIME,935.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682b27265d87eb9853af1ce8,6809f8df20e024b627b489eb,Set Up,2025-05-19 12:46:00.337000+00:00,2025-05-19 12:41:13.337000+00:00,,DOWNTIME,287.0,DAY,MONDAY, DOWNTIME
Mill 2,682b28365d87eb9853af1e19,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 12:49:19.337000+00:00,2025-05-19 12:46:00.337000+00:00,productive,UPTIME,199.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682b29125d87eb9853af1e88,6809f8df20e024b627b489eb,Coil Change,2025-05-19 13:01:05.337000+00:00,2025-05-19 12:49:19.337000+00:00,productive,DOWNTIME,706.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 2,682b2bc45d87eb9853af20bd,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 13:25:48.337000+00:00,2025-05-19 13:01:05.337000+00:00,productive,UPTIME,1483.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682b31945d87eb9853af26bd,6809f8df20e024b627b489eb,Set Up,2025-05-19 13:28:58.337000+00:00,2025-05-19 13:25:48.337000+00:00,,DOWNTIME,190.0,DAY,MONDAY, DOWNTIME
Mill 2,682b32515d87eb9853af278d,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 13:32:17.337000+00:00,2025-05-19 13:28:58.337000+00:00,productive,UPTIME,199.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682b33245d87eb9853af283e,6809f8df20e024b627b489eb,Set Up,2025-05-19 13:32:49.337000+00:00,2025-05-19 13:32:17.337000+00:00,,DOWNTIME,32.0,DAY,MONDAY, DOWNTIME
Mill 2,682b33435d87eb9853af284a,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 13:34:56.337000+00:00,2025-05-19 13:32:49.337000+00:00,productive,UPTIME,127.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682b33b75d87eb9853af28c9,6809f8df20e024b627b489eb,Set Up,2025-05-19 13:39:37.337000+00:00,2025-05-19 13:34:56.337000+00:00,,DOWNTIME,281.0,DAY,MONDAY, DOWNTIME
Mill 2,682b34df5d87eb9853af29b5,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 13:40:15.337000+00:00,2025-05-19 13:39:37.337000+00:00,productive,UPTIME,38.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682b34f75d87eb9853af29d9,6809f8df20e024b627b489eb,Set Up,2025-05-19 13:42:35.337000+00:00,2025-05-19 13:40:15.337000+00:00,,DOWNTIME,140.0,DAY,MONDAY, DOWNTIME
Mill 2,682b357e5d87eb9853af2a61,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 13:45:50.337000+00:00,2025-05-19 13:42:35.337000+00:00,productive,UPTIME,195.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682b36375d87eb9853af2ba9,6809f8df20e024b627b489eb,Set Up,2025-05-19 13:47:35.337000+00:00,2025-05-19 13:45:50.337000+00:00,,DOWNTIME,105.0,DAY,MONDAY, DOWNTIME
Mill 2,682b36ad5d87eb9853af2c05,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 14:01:57.337000+00:00,2025-05-19 13:47:35.337000+00:00,productive,UPTIME,862.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682b3a015d87eb9853af3082,6809f8df20e024b627b489eb,Coil Change,2025-05-19 14:14:06.337000+00:00,2025-05-19 14:01:57.337000+00:00,productive,DOWNTIME,729.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 2,682b3cdf5d87eb9853af348d,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 14:14:41.337000+00:00,2025-05-19 14:14:06.337000+00:00,productive,UPTIME,35.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682b3cfb5d87eb9853af34d1,6809f8df20e024b627b489eb,Set Up,2025-05-19 14:16:14.337000+00:00,2025-05-19 14:14:41.337000+00:00,,DOWNTIME,93.0,DAY,MONDAY, DOWNTIME
Mill 2,682b3d6c5d87eb9853af35a3,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 14:16:46.337000+00:00,2025-05-19 14:16:14.337000+00:00,productive,UPTIME,32.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682b3d8b5d87eb9853af35b3,6809f8df20e024b627b489eb,Set Up,2025-05-19 14:17:19.337000+00:00,2025-05-19 14:16:46.337000+00:00,,DOWNTIME,33.0,DAY,MONDAY, DOWNTIME
Mill 2,682b3dac5d87eb9853af35c9,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 14:28:22.337000+00:00,2025-05-19 14:17:19.337000+00:00,productive,UPTIME,663.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682b403a5d87eb9853af384f,6809f8df20e024b627b489eb,Stamp Change,2025-05-19 14:28:57.337000+00:00,2025-05-19 14:28:22.337000+00:00,,DOWNTIME,35.0,DAY,MONDAY, DOWNTIME
Mill 2,682b40695d87eb9853af385f,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 14:29:43.337000+00:00,2025-05-19 14:28:57.337000+00:00,productive,UPTIME,46.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682b40875d87eb9853af38b6,6809f8df20e024b627b489eb,Set Up,2025-05-19 14:31:31.337000+00:00,2025-05-19 14:29:43.337000+00:00,,DOWNTIME,108.0,DAY,MONDAY, DOWNTIME
Mill 2,682b40ed5d87eb9853af390b,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 14:32:45.337000+00:00,2025-05-19 14:31:31.337000+00:00,productive,UPTIME,74.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682b41425d87eb9853af3938,6809f8df20e024b627b489eb,Set Up,2025-05-19 14:34:18.337000+00:00,2025-05-19 14:32:45.337000+00:00,,DOWNTIME,93.0,DAY,MONDAY, DOWNTIME
Mill 2,682b419a5d87eb9853af395f,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 14:49:35.337000+00:00,2025-05-19 14:34:18.337000+00:00,productive,UPTIME,917.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682b452d5d87eb9853af3e45,6809f8df20e024b627b489eb,Housekeeping,2025-05-19 15:00:00+00:00,2025-05-19 14:49:35.337000+00:00,unproductive,DOWNTIME,624.663,DAY,MONDAY,UNPRODUCTIVE DOWNTIME
Mill 2,682b63c35d87eb9853af5f15,6809f8df20e024b627b489eb,Shift Changeover,2025-05-19 17:13:05.337000+00:00,2025-05-19 17:00:00+00:00,unproductive,DOWNTIME,785.337,DAY,MONDAY,UNPRODUCTIVE DOWNTIME
Mill 2,682b66e95d87eb9853af6156,6809f8df20e024b627b489eb,No Reason Required,2025-05-19 17:29:57.337000+00:00,2025-05-19 17:13:05.337000+00:00,productive,UPTIME,1012.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 2,682b6ac75d87eb9853af6465,6809f8df20e024b627b489eb,Coil Change,2025-05-19 17:40:32.337000+00:00,2025-05-19 17:29:57.337000+00:00,productive,DOWNTIME,635.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
