name,id,machine_id,downtime_reason_name,end_timestamp,start_timestamp,productivity,classification,duration_seconds,shift,day_of_week,utilisation_category
Mill 3,68270868b88fa58d9a99a4a0,6809f8df20e024b627b489ed,No Reason Required,2025-05-14 05:00:00+00:00,2025-05-13 17:00:00+00:00,productive,OFFLINE,43200.0,DAY,TUESDAY,PRODUCTIVE OFFLINE
Mill 3,68270868b88fa58d9a99a4a1,6809f8df20e024b627b489ed,No Reason Required,2025-05-14 15:00:00+00:00,2025-05-14 05:00:00+00:00,productive,OFFLINE,36000.0,NIGHT,WEDNESDAY,PRODUCTIVE OFFLINE
Mill 3,68270868b88fa58d9a99a4a3,6809f8df20e024b627b489ed,No Reason Required,2025-05-15 05:00:00+00:00,2025-05-14 17:00:00+00:00,productive,OFFLINE,43200.0,DAY,WEDNESDAY,PRODUCTIVE OFFLINE
Mill 3,68270868b88fa58d9a99a4a4,6809f8df20e024b627b489ed,No Reason Required,2025-05-15 15:00:00+00:00,2025-05-15 05:00:00+00:00,productive,OFFLINE,36000.0,NIGHT,THURSDAY,PRODUCTIVE OFFLINE
Mill 3,6827086bb88fa58d9a99a5c7,6809f8df20e024b627b489ed,No Operator,2025-05-19 05:00:00+00:00,2025-05-16 09:37:34.648000+00:00,unproductive,DOWNTIME,242545.352,DAY,FRIDAY,UNPRODUCTIVE DOWNTIME
Mill 3,682abb045d87eb9853ae9918,6809f8df20e024b627b489ed,Stamp Change,2025-05-19 05:04:33.648000+00:00,2025-05-19 05:00:00+00:00,,DOWNTIME,273.648,NIGHT,MONDAY, DOWNTIME
Mill 3,682abc135d87eb9853ae9e13,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 05:04:58.648000+00:00,2025-05-19 05:04:33.648000+00:00,productive,UPTIME,25.0,NIGHT,MONDAY,PRODUCTIVE UPTIME
Mill 3,682abc2d5d87eb9853ae9f74,6809f8df20e024b627b489ed,Tool Change,2025-05-19 06:41:24.648000+00:00,2025-05-19 05:04:58.648000+00:00,,DOWNTIME,5786.0,NIGHT,MONDAY, DOWNTIME
Mill 3,682ad2be5d87eb9853aebaa4,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 06:42:45.648000+00:00,2025-05-19 06:41:24.648000+00:00,productive,UPTIME,81.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682ad30b5d87eb9853aebac2,6809f8df20e024b627b489ed,Unplanned Maintenance,2025-05-19 06:49:32.648000+00:00,2025-05-19 06:42:45.648000+00:00,unproductive,DOWNTIME,407.0,DAY,MONDAY,UNPRODUCTIVE DOWNTIME
Mill 3,682ad4b35d87eb9853aebc57,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 06:49:54.648000+00:00,2025-05-19 06:49:32.648000+00:00,productive,UPTIME,22.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682ad4cc5d87eb9853aebc94,6809f8df20e024b627b489ed,Obstacle,2025-05-19 06:53:18.648000+00:00,2025-05-19 06:49:54.648000+00:00,unproductive,DOWNTIME,204.0,DAY,MONDAY,UNPRODUCTIVE DOWNTIME
Mill 3,682ad58c5d87eb9853aebe24,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 06:54:02.648000+00:00,2025-05-19 06:53:18.648000+00:00,productive,UPTIME,44.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682ad5c05d87eb9853aebe52,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 06:54:07.648000+00:00,2025-05-19 06:54:02.648000+00:00,productive,DOWNTIME,5.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 3,682ad5c05d87eb9853aebe53,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 06:58:13.648000+00:00,2025-05-19 06:54:07.648000+00:00,productive,UPTIME,246.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682ad6af5d87eb9853aebf59,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 06:58:22.648000+00:00,2025-05-19 06:58:13.648000+00:00,productive,DOWNTIME,9.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 3,682ad6c85d87eb9853aebf71,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 06:58:45.648000+00:00,2025-05-19 06:58:22.648000+00:00,productive,UPTIME,23.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682ad6df5d87eb9853aebf83,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 06:59:28.648000+00:00,2025-05-19 06:58:45.648000+00:00,productive,DOWNTIME,43.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 3,682ad6f95d87eb9853aebf99,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 07:00:26.648000+00:00,2025-05-19 06:59:28.648000+00:00,productive,UPTIME,58.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682ad7455d87eb9853aec02e,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 07:01:23.648000+00:00,2025-05-19 07:00:26.648000+00:00,productive,DOWNTIME,57.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 3,682ad7785d87eb9853aec056,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 07:02:10.648000+00:00,2025-05-19 07:01:23.648000+00:00,productive,UPTIME,47.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682ad7b65d87eb9853aec07b,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 07:02:20.648000+00:00,2025-05-19 07:02:10.648000+00:00,productive,DOWNTIME,10.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 3,682ad7b65d87eb9853aec07c,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 07:03:29.648000+00:00,2025-05-19 07:02:20.648000+00:00,productive,UPTIME,69.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682ad7ef5d87eb9853aec0a0,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 07:03:40.648000+00:00,2025-05-19 07:03:29.648000+00:00,productive,DOWNTIME,11.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 3,682ad80a5d87eb9853aec0b9,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 07:04:08.648000+00:00,2025-05-19 07:03:40.648000+00:00,productive,UPTIME,28.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682ad80a5d87eb9853aec0ba,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 07:04:45.648000+00:00,2025-05-19 07:04:08.648000+00:00,productive,DOWNTIME,37.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 3,682ad8415d87eb9853aec12b,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 07:05:36.648000+00:00,2025-05-19 07:04:45.648000+00:00,productive,UPTIME,51.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682ad8725d87eb9853aec162,6809f8df20e024b627b489ed,Set Up,2025-05-19 07:08:03.648000+00:00,2025-05-19 07:05:36.648000+00:00,,DOWNTIME,147.0,DAY,MONDAY, DOWNTIME
Mill 3,682ad9005d87eb9853aec1b1,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 07:21:21.648000+00:00,2025-05-19 07:08:03.648000+00:00,productive,UPTIME,798.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682adc1d5d87eb9853aec4d3,6809f8df20e024b627b489ed,Coil Change,2025-05-19 07:36:12.648000+00:00,2025-05-19 07:21:21.648000+00:00,productive,DOWNTIME,891.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 3,682adfa05d87eb9853aec82c,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 07:40:17.648000+00:00,2025-05-19 07:36:12.648000+00:00,productive,UPTIME,245.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682ae08c5d87eb9853aec91b,6809f8df20e024b627b489ed,Toilet Break,2025-05-19 07:41:32.648000+00:00,2025-05-19 07:40:17.648000+00:00,unproductive,DOWNTIME,75.0,DAY,MONDAY,UNPRODUCTIVE DOWNTIME
Mill 3,682ae0e05d87eb9853aec951,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 08:26:31.648000+00:00,2025-05-19 07:41:32.648000+00:00,productive,UPTIME,2699.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682aeb775d87eb9853aed5dc,6809f8df20e024b627b489ed,Buckle Up in Mill,2025-05-19 08:31:36.648000+00:00,2025-05-19 08:26:31.648000+00:00,unproductive,DOWNTIME,305.0,DAY,MONDAY,UNPRODUCTIVE DOWNTIME
Mill 3,682aec905d87eb9853aed8f0,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 08:32:05.648000+00:00,2025-05-19 08:31:36.648000+00:00,productive,UPTIME,29.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682aecc25d87eb9853aed938,6809f8df20e024b627b489ed,Buckle Up in Mill,2025-05-19 08:33:24.648000+00:00,2025-05-19 08:32:05.648000+00:00,unproductive,DOWNTIME,79.0,DAY,MONDAY,UNPRODUCTIVE DOWNTIME
Mill 3,682aed105d87eb9853aed97f,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 08:34:05.648000+00:00,2025-05-19 08:33:24.648000+00:00,productive,UPTIME,41.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682aed2e5d87eb9853aed9ba,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 08:34:22.648000+00:00,2025-05-19 08:34:05.648000+00:00,productive,DOWNTIME,17.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 3,682aed485d87eb9853aed9fd,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 08:35:34.648000+00:00,2025-05-19 08:34:22.648000+00:00,productive,UPTIME,72.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682aed845d87eb9853aeda89,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 08:35:38.648000+00:00,2025-05-19 08:35:34.648000+00:00,productive,DOWNTIME,4.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 3,682aed845d87eb9853aeda8a,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 08:36:30.648000+00:00,2025-05-19 08:35:38.648000+00:00,productive,UPTIME,52.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682aedd85d87eb9853aedaf9,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 08:36:31.648000+00:00,2025-05-19 08:36:30.648000+00:00,productive,DOWNTIME,1.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 3,682aedd85d87eb9853aedafa,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 08:37:07.648000+00:00,2025-05-19 08:36:31.648000+00:00,productive,UPTIME,36.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682aedd85d87eb9853aedafb,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 08:37:17.648000+00:00,2025-05-19 08:37:07.648000+00:00,productive,DOWNTIME,10.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 3,682aedf65d87eb9853aedb1d,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 08:37:53.648000+00:00,2025-05-19 08:37:17.648000+00:00,productive,UPTIME,36.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682aee115d87eb9853aedb2a,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 08:37:58.648000+00:00,2025-05-19 08:37:53.648000+00:00,productive,DOWNTIME,5.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 3,682aee115d87eb9853aedb2b,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 08:38:44.648000+00:00,2025-05-19 08:37:58.648000+00:00,productive,UPTIME,46.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682aee505d87eb9853aedb6a,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 08:38:52.648000+00:00,2025-05-19 08:38:44.648000+00:00,productive,DOWNTIME,8.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 3,682aee505d87eb9853aedb6b,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 08:39:42.648000+00:00,2025-05-19 08:38:52.648000+00:00,productive,UPTIME,50.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682aee8b5d87eb9853aedbf0,6809f8df20e024b627b489ed,Coil Change,2025-05-19 08:53:15.648000+00:00,2025-05-19 08:39:42.648000+00:00,productive,DOWNTIME,813.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 3,682af1ad5d87eb9853aedeeb,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 09:39:52.648000+00:00,2025-05-19 08:53:15.648000+00:00,productive,UPTIME,2797.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682afca85d87eb9853aeea79,6809f8df20e024b627b489ed,Coil Change,2025-05-19 09:56:46.648000+00:00,2025-05-19 09:39:52.648000+00:00,productive,DOWNTIME,1014.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 3,682b00965d87eb9853aef055,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 10:02:28.648000+00:00,2025-05-19 09:56:46.648000+00:00,productive,UPTIME,342.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682b01dd5d87eb9853aef15d,6809f8df20e024b627b489ed,Press Feeder Issue,2025-05-19 10:11:59.648000+00:00,2025-05-19 10:02:28.648000+00:00,unproductive,DOWNTIME,571.0,DAY,MONDAY,UNPRODUCTIVE DOWNTIME
Mill 3,682b04315d87eb9853aef34e,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 10:12:47.648000+00:00,2025-05-19 10:11:59.648000+00:00,productive,UPTIME,48.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682b044b5d87eb9853aef35c,6809f8df20e024b627b489ed,Unplanned Maintenance,2025-05-19 10:25:52.648000+00:00,2025-05-19 10:12:47.648000+00:00,unproductive,DOWNTIME,785.0,DAY,MONDAY,UNPRODUCTIVE DOWNTIME
Mill 3,682b075f5d87eb9853aef76a,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 10:26:19.648000+00:00,2025-05-19 10:25:52.648000+00:00,productive,UPTIME,27.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682b077f5d87eb9853aef781,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 10:26:26.648000+00:00,2025-05-19 10:26:19.648000+00:00,productive,DOWNTIME,7.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 3,682b077f5d87eb9853aef782,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 10:35:26.648000+00:00,2025-05-19 10:26:26.648000+00:00,productive,UPTIME,540.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682b09b15d87eb9853aefa84,6809f8df20e024b627b489ed,Set Up,2025-05-19 10:42:00.648000+00:00,2025-05-19 10:35:26.648000+00:00,,DOWNTIME,394.0,DAY,MONDAY, DOWNTIME
Mill 3,682b0b2d5d87eb9853aefc5a,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 10:59:36.648000+00:00,2025-05-19 10:42:00.648000+00:00,productive,UPTIME,1056.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682b0f585d87eb9853af023d,6809f8df20e024b627b489ed,Coil Change,2025-05-19 11:01:04.648000+00:00,2025-05-19 10:59:36.648000+00:00,productive,DOWNTIME,88.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 3,682b0fad5d87eb9853af02b8,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 11:16:33.648000+00:00,2025-05-19 11:01:04.648000+00:00,productive,UPTIME,929.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682b13525d87eb9853af06bd,6809f8df20e024b627b489ed,Housekeeping,2025-05-19 11:36:54.648000+00:00,2025-05-19 11:16:33.648000+00:00,unproductive,DOWNTIME,1221.0,DAY,MONDAY,UNPRODUCTIVE DOWNTIME
Mill 3,682b180e5d87eb9853af0a97,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 11:41:20.648000+00:00,2025-05-19 11:36:54.648000+00:00,productive,UPTIME,266.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682b19115d87eb9853af0b6f,6809f8df20e024b627b489ed,Coil Issue,2025-05-19 11:44:16.648000+00:00,2025-05-19 11:41:20.648000+00:00,unproductive,DOWNTIME,176.0,DAY,MONDAY,UNPRODUCTIVE DOWNTIME
Mill 3,682b19bf5d87eb9853af0bd5,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 11:45:16.648000+00:00,2025-05-19 11:44:16.648000+00:00,productive,UPTIME,60.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682b19f75d87eb9853af0c5c,6809f8df20e024b627b489ed,Coil Issue,2025-05-19 11:48:02.648000+00:00,2025-05-19 11:45:16.648000+00:00,unproductive,DOWNTIME,166.0,DAY,MONDAY,UNPRODUCTIVE DOWNTIME
Mill 3,682b1aa25d87eb9853af0ca7,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 11:53:37.648000+00:00,2025-05-19 11:48:02.648000+00:00,productive,UPTIME,335.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682b1bfd5d87eb9853af0dc8,6809f8df20e024b627b489ed,Housekeeping,2025-05-19 11:59:46.648000+00:00,2025-05-19 11:53:37.648000+00:00,unproductive,DOWNTIME,369.0,DAY,MONDAY,UNPRODUCTIVE DOWNTIME
Mill 3,682b1d595d87eb9853af0edd,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 12:05:03.648000+00:00,2025-05-19 11:59:46.648000+00:00,productive,UPTIME,317.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682b1ea35d87eb9853af0ffe,6809f8df20e024b627b489ed,Housekeeping,2025-05-19 12:07:25.648000+00:00,2025-05-19 12:05:03.648000+00:00,unproductive,DOWNTIME,142.0,DAY,MONDAY,UNPRODUCTIVE DOWNTIME
Mill 3,682b1f395d87eb9853af10a3,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 12:16:44.648000+00:00,2025-05-19 12:07:25.648000+00:00,productive,UPTIME,559.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682b21665d87eb9853af1367,6809f8df20e024b627b489ed,Housekeeping,2025-05-19 12:17:41.648000+00:00,2025-05-19 12:16:44.648000+00:00,unproductive,DOWNTIME,57.0,DAY,MONDAY,UNPRODUCTIVE DOWNTIME
Mill 3,682b219e5d87eb9853af138d,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 12:41:47.648000+00:00,2025-05-19 12:17:41.648000+00:00,productive,UPTIME,1446.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682b27485d87eb9853af1d08,6809f8df20e024b627b489ed,Coil Change,2025-05-19 12:57:21.648000+00:00,2025-05-19 12:41:47.648000+00:00,productive,DOWNTIME,934.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 3,682b2ae15d87eb9853af1faa,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 13:23:40.648000+00:00,2025-05-19 12:57:21.648000+00:00,productive,UPTIME,1579.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682b311f5d87eb9853af25f7,6809f8df20e024b627b489ed,Tool Change,2025-05-19 13:26:13.648000+00:00,2025-05-19 13:23:40.648000+00:00,,DOWNTIME,153.0,DAY,MONDAY, DOWNTIME
Mill 3,682b31ae5d87eb9853af26d9,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 13:27:37.648000+00:00,2025-05-19 13:26:13.648000+00:00,productive,UPTIME,84.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682b31fd5d87eb9853af2720,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 13:27:45.648000+00:00,2025-05-19 13:27:37.648000+00:00,productive,DOWNTIME,8.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 3,682b31fd5d87eb9853af2721,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 13:28:42.648000+00:00,2025-05-19 13:27:45.648000+00:00,productive,UPTIME,57.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682b32445d87eb9853af2771,6809f8df20e024b627b489ed,Roll Change 41/21,2025-05-19 14:31:00.648000+00:00,2025-05-19 13:28:42.648000+00:00,productive,DOWNTIME,3738.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 3,682b40e35d87eb9853af3905,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 14:31:23.648000+00:00,2025-05-19 14:31:00.648000+00:00,productive,UPTIME,23.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682b40ff5d87eb9853af3917,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 14:31:33.648000+00:00,2025-05-19 14:31:23.648000+00:00,productive,DOWNTIME,10.0,DAY,MONDAY,PRODUCTIVE DOWNTIME
Mill 3,682b40ff5d87eb9853af3918,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 14:34:45.648000+00:00,2025-05-19 14:31:33.648000+00:00,productive,UPTIME,192.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682b41c05d87eb9853af39ca,6809f8df20e024b627b489ed,Set Up,2025-05-19 14:35:17.648000+00:00,2025-05-19 14:34:45.648000+00:00,,DOWNTIME,32.0,DAY,MONDAY, DOWNTIME
Mill 3,682b41d95d87eb9853af39e3,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 14:38:23.648000+00:00,2025-05-19 14:35:17.648000+00:00,productive,UPTIME,186.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682b429f5d87eb9853af3a50,6809f8df20e024b627b489ed,Set Up,2025-05-19 14:39:43.648000+00:00,2025-05-19 14:38:23.648000+00:00,,DOWNTIME,80.0,DAY,MONDAY, DOWNTIME
Mill 3,682b42ee5d87eb9853af3ae8,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 14:40:25.648000+00:00,2025-05-19 14:39:43.648000+00:00,productive,UPTIME,42.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682b43055d87eb9853af3af7,6809f8df20e024b627b489ed,Housekeeping,2025-05-19 14:41:14.648000+00:00,2025-05-19 14:40:25.648000+00:00,unproductive,DOWNTIME,49.0,DAY,MONDAY,UNPRODUCTIVE DOWNTIME
Mill 3,682b433f5d87eb9853af3b1b,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 14:41:36.648000+00:00,2025-05-19 14:41:14.648000+00:00,productive,UPTIME,22.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682b435b5d87eb9853af3b2c,6809f8df20e024b627b489ed,Housekeeping,2025-05-19 14:48:25.648000+00:00,2025-05-19 14:41:36.648000+00:00,unproductive,DOWNTIME,409.0,DAY,MONDAY,UNPRODUCTIVE DOWNTIME
Mill 3,682b44ef5d87eb9853af3de7,6809f8df20e024b627b489ed,No Reason Required,2025-05-19 14:50:44.648000+00:00,2025-05-19 14:48:25.648000+00:00,productive,UPTIME,139.0,DAY,MONDAY,PRODUCTIVE UPTIME
Mill 3,682b45875d87eb9853af3ee4,6809f8df20e024b627b489ed,No Reason Provided,2025-05-19 15:00:00+00:00,2025-05-19 14:50:44.648000+00:00,unproductive,DOWNTIME,555.352,DAY,MONDAY,UNPRODUCTIVE DOWNTIME
Mill 3,682b63cc5d87eb9853af5f18,6809f8df20e024b627b489ed,No Reason Provided,2025-05-20 05:00:00+00:00,2025-05-19 17:00:00+00:00,unproductive,DOWNTIME,43200.0,DAY,MONDAY,UNPRODUCTIVE DOWNTIME
Mill 3,682c0c8b5d87eb9853afdc41,6809f8df20e024b627b489ed,Planned Maintenance,2025-05-20 05:12:48.648000+00:00,2025-05-20 05:00:00+00:00,productive,DOWNTIME,768.648,NIGHT,TUESDAY,PRODUCTIVE DOWNTIME
Mill 3,682c0f895d87eb9853afe52d,6809f8df20e024b627b489ed,No Reason Required,2025-05-20 05:13:16.648000+00:00,2025-05-20 05:12:48.648000+00:00,productive,UPTIME,28.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME
Mill 3,682c0fa85d87eb9853afe547,6809f8df20e024b627b489ed,1 person operator ,2025-05-20 05:34:58.648000+00:00,2025-05-20 05:13:16.648000+00:00,productive,DOWNTIME,1302.0,NIGHT,TUESDAY,PRODUCTIVE DOWNTIME
Mill 3,682c14b75d87eb9853afea88,6809f8df20e024b627b489ed,No Reason Required,2025-05-20 05:47:05.648000+00:00,2025-05-20 05:34:58.648000+00:00,productive,UPTIME,727.0,NIGHT,TUESDAY,PRODUCTIVE UPTIME
Mill 3,682c17a05d87eb9853afed29,6809f8df20e024b627b489ed,Coil Change,2025-05-20 06:01:49.648000+00:00,2025-05-20 05:47:05.648000+00:00,productive,DOWNTIME,884.0,NIGHT,TUESDAY,PRODUCTIVE DOWNTIME
Mill 3,682c1b0c5d87eb9853aff15d,6809f8df20e024b627b489ed,No Reason Required,2025-05-20 06:06:12.648000+00:00,2025-05-20 06:01:49.648000+00:00,productive,UPTIME,263.0,DAY,TUESDAY,PRODUCTIVE UPTIME
